"filename", "language", "JavaScript", "CSS", "XML", "Ruby", "HTML", "Markdown", "JavaScript JSX", "Shell Script", "JSON", "YAML", "comment", "blank", "total"
"/Users/dgee/Documents/blog/blog/content/blog/2014/09/network-field-day-8-nfd8.md", "Markdown", 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 11, 34
"/Users/dgee/Documents/blog/blog/content/blog/2014/09/white-box-switching-cavium-xpliant.md", "Markdown", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 4, 16
"/Users/dgee/Documents/blog/blog/content/blog/2014/10/ipv6-adoption-uk.md", "Markdown", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 7, 26
"/Users/dgee/Documents/blog/blog/content/blog/2014/10/white-box-switching-welcome-broadcom-strataxgs-tomahawk.md", "Markdown", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 11, 39
"/Users/dgee/Documents/blog/blog/content/blog/2014/11/pypi-custom-python-packages-networking-peoples.md", "Markdown", 0, 0, 0, 0, 0, 223, 0, 0, 0, 0, 0, 61, 284
"/Users/dgee/Documents/blog/blog/content/blog/2014/11/python-building-simple-netconf-rpc-tool.md", "Markdown", 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 24, 108
"/Users/dgee/Documents/blog/blog/content/blog/2015/01/coding-basics-python-visual-studio.md", "Markdown", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 14, 42
"/Users/dgee/Documents/blog/blog/content/blog/2015/02/multigigabit-ethernet-2-5-5-0gbps-nbase-t-alliance.md", "Markdown", 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 46, 117
"/Users/dgee/Documents/blog/blog/content/blog/2015/03/cisco-live-europe-2015-year-ahead.md", "Markdown", 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 21, 61
"/Users/dgee/Documents/blog/blog/content/blog/2015/04/git-for-network-engineers.md", "Markdown", 0, 0, 0, 0, 0, 280, 0, 0, 0, 0, 0, 140, 420
"/Users/dgee/Documents/blog/blog/content/blog/2015/04/junos-export-policy-not-working.md", "Markdown", 0, 0, 0, 0, 0, 162, 0, 0, 0, 0, 0, 32, 194
"/Users/dgee/Documents/blog/blog/content/blog/2015/04/the-zen-of-sailing-through-it-projects.md", "Markdown", 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 31, 74
"/Users/dgee/Documents/blog/blog/content/blog/2015/05/validating-and-searching-json.md", "Markdown", 0, 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 22, 99
"/Users/dgee/Documents/blog/blog/content/blog/2015/07/netdevops-delivering-network-levers.md", "Markdown", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 9, 30
"/Users/dgee/Documents/blog/blog/content/blog/2015/08/working-from-home-on-4g.md", "Markdown", 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 41, 93
"/Users/dgee/Documents/blog/blog/content/blog/2015/09/killer-sdn-apps-late-2015.md", "Markdown", 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 23, 72
"/Users/dgee/Documents/blog/blog/content/blog/2015/10/education-for-sdn-from-the-onf.md", "Markdown", 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 34, 89
"/Users/dgee/Documents/blog/blog/content/blog/2015/10/openstack-summit-tokyo-2015-tuesday-27th-show-notes.md", "Markdown", 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 48, 107
"/Users/dgee/Documents/blog/blog/content/blog/2015/11/openstack-summit-tokyo-2015-thursday-29th-show-notes.md", "Markdown", 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 34, 78
"/Users/dgee/Documents/blog/blog/content/blog/2015/11/openstack-summit-tokyo-2015-wednesday-28th-show-notes.md", "Markdown", 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 21, 54
"/Users/dgee/Documents/blog/blog/content/blog/2015/12/business-titles-ceo-founder-managing-director-proprietor.md", "Markdown", 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 28, 68
"/Users/dgee/Documents/blog/blog/content/blog/2015/12/how-to-not-present-to-the-swiss-3.md", "Markdown", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 3, 22
"/Users/dgee/Documents/blog/blog/content/blog/2016/01/open-networking-the-eject-button.md", "Markdown", 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 27, 66
"/Users/dgee/Documents/blog/blog/content/blog/2016/05/golang-net-package-udp-client-with-specific-source-port.md", "Markdown", 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 27, 83
"/Users/dgee/Documents/blog/blog/content/blog/2016/06/simplify-simplify-simplify-in-sales-2.md", "Markdown", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 4, 20
"/Users/dgee/Documents/blog/blog/content/blog/2016/07/golang-exercising-pointers-interfaces-functions-and-wrapping.md", "Markdown", 0, 0, 0, 0, 0, 146, 0, 0, 0, 0, 0, 60, 206
"/Users/dgee/Documents/blog/blog/content/blog/2016/09/nfv-skills-mutable-vs-immutable-infrastructure-2.md", "Markdown", 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 28, 71
"/Users/dgee/Documents/blog/blog/content/blog/2016/10/discussing-disruption-to-it.md", "Markdown", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 16, 44
"/Users/dgee/Documents/blog/blog/content/blog/2016/11/openstack-summit-barcelona-2016-current-state.md", "Markdown", 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 21, 65
"/Users/dgee/Documents/blog/blog/content/blog/2017/02/automation-build-or-consume.md", "Markdown", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 13, 43
"/Users/dgee/Documents/blog/blog/content/blog/2017/02/python-real-world-hacking-on-stackstorm-network-engineer-focussed.md", "Markdown", 0, 0, 0, 0, 0, 248, 0, 0, 0, 0, 0, 78, 326
"/Users/dgee/Documents/blog/blog/content/blog/2017/03/linux-systemd-golang-services-using-kardianos-service.md", "Markdown", 0, 0, 0, 0, 0, 151, 0, 0, 0, 0, 0, 56, 207
"/Users/dgee/Documents/blog/blog/content/blog/2017/03/nfs-for-network-engineers.md", "Markdown", 0, 0, 0, 0, 0, 115, 0, 0, 0, 0, 0, 50, 165
"/Users/dgee/Documents/blog/blog/content/blog/2017/04/developing-software-the-right-way-with-intent-and-carefulness.md", "Markdown", 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 40, 112
"/Users/dgee/Documents/blog/blog/content/blog/2017/05/stackstorm-ghost2logger-pack.md", "Markdown", 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 39, 139
"/Users/dgee/Documents/blog/blog/content/blog/2017/05/workflow-enhanced-networking.md", "Markdown", 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 45, 115
"/Users/dgee/Documents/blog/blog/content/blog/2017/06/golang-iota.md", "Markdown", 0, 0, 0, 0, 0, 102, 0, 0, 0, 0, 0, 33, 135
"/Users/dgee/Documents/blog/blog/content/blog/2017/06/ultimate-go-ardanlabs-training-course-writeup.md", "Markdown", 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 32, 78
"/Users/dgee/Documents/blog/blog/content/blog/2017/07/automation-and-state.md", "Markdown", 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 51, 152
"/Users/dgee/Documents/blog/blog/content/blog/2017/07/golang-magic.md", "Markdown", 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 46, 142
"/Users/dgee/Documents/blog/blog/content/blog/2017/09/declarative-and-imperative-automation-thinking.md", "Markdown", 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 34, 96
"/Users/dgee/Documents/blog/blog/content/blog/2017/09/ghost2logger-design-part-one.md", "Markdown", 0, 0, 0, 0, 0, 237, 0, 0, 0, 0, 0, 106, 343
"/Users/dgee/Documents/blog/blog/content/blog/2017/10/cloud-native-upgrading-workflow-engine-orchestrator.md", "Markdown", 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 11, 37
"/Users/dgee/Documents/blog/blog/content/blog/2017/10/network-automation-engineer-persona-part-four.md", "Markdown", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 19, 50
"/Users/dgee/Documents/blog/blog/content/blog/2017/10/network-automation-engineer-persona-part-one.md", "Markdown", 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 18, 51
"/Users/dgee/Documents/blog/blog/content/blog/2017/10/network-automation-engineer-persona-part-three.md", "Markdown", 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 37, 93
"/Users/dgee/Documents/blog/blog/content/blog/2017/10/network-automation-engineer-persona-part-two.md", "Markdown", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 13, 38
"/Users/dgee/Documents/blog/blog/content/blog/2017/10/network-automation-engineer-persona-targeted-learning.md", "Markdown", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 19, 50
"/Users/dgee/Documents/blog/blog/content/blog/2017/10/network-automation-leaky-abstractions.md", "Markdown", 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 21, 54
"/Users/dgee/Documents/blog/blog/content/blog/2017/11/network-automation-engineer-persona-proof-of-concepts.md", "Markdown", 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 27, 75
"/Users/dgee/Documents/blog/blog/content/blog/2017/12/christmas-support-story.md", "Markdown", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 13, 38
"/Users/dgee/Documents/blog/blog/content/blog/2018/02/automation-easy-button-vs-sentient-voodoo-magic-button.md", "Markdown", 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 25, 63
"/Users/dgee/Documents/blog/blog/content/blog/2018/02/ubuntu-16-04-git-lfs-broken-install.md", "Markdown", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 9, 39
"/Users/dgee/Documents/blog/blog/content/blog/2018/04/describing-network-automation-automate-coffee.md", "Markdown", 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 33, 82
"/Users/dgee/Documents/blog/blog/content/blog/2018/04/gofal.md", "Markdown", 0, 0, 0, 0, 0, 148, 0, 0, 0, 0, 0, 48, 196
"/Users/dgee/Documents/blog/blog/content/blog/2018/04/juniper-jet-golang.md", "Markdown", 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 13, 39
"/Users/dgee/Documents/blog/blog/content/blog/2018/05/configuring-ssl-grpc-junos.md", "Markdown", 0, 0, 0, 0, 0, 149, 0, 0, 0, 0, 0, 69, 218
"/Users/dgee/Documents/blog/blog/content/blog/2018/06/automation-for-reliability.md", "Markdown", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"/Users/dgee/Documents/blog/blog/content/blog/2018/06/automation-for-success.md", "Markdown", 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 27, 71
"/Users/dgee/Documents/blog/blog/content/blog/2018/06/juniper-vqfx10k-esxi-6-5.md", "Markdown", 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 29, 101
"/Users/dgee/Documents/blog/blog/content/blog/2018/07/inog-10-ripe-hackathon.md", "Markdown", 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 27, 61
"/Users/dgee/Documents/blog/blog/content/blog/2018/08/gops-and-influx.md", "Markdown", 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 25, 88
"/Users/dgee/Documents/blog/blog/content/blog/2018/08/junos-kafka-influxdb-exporters.md", "Markdown", 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 36, 107
"/Users/dgee/Documents/blog/blog/content/blog/2018/10/automation-flow-control-dimensionality.md", "Markdown", 0, 0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 63, 188
"/Users/dgee/Documents/blog/blog/content/blog/2018/10/yang-openapi-swagger-code-generation.md", "Markdown", 0, 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 42, 165
"/Users/dgee/Documents/blog/blog/content/blog/2018/12/xml-unmarshal-and-xpath.md", "Markdown", 0, 0, 0, 0, 0, 128, 0, 0, 0, 0, 0, 34, 162
"/Users/dgee/Documents/blog/blog/content/blog/2019/01/event-driven-automation-tldr-no-one-told.md", "Markdown", 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 20, 56
"/Users/dgee/Documents/blog/blog/content/blog/2019/01/nae-automation-time.md", "Markdown", 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 10, 32
"/Users/dgee/Documents/blog/blog/content/blog/2019/01/nae-help-dealing-brain-block.md", "Markdown", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 13, 38
"/Users/dgee/Documents/blog/blog/content/blog/2019/02/automation-tools-vs-languages.md", "Markdown", 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 19, 66
"/Users/dgee/Documents/blog/blog/content/blog/2019/02/code-not-code-expression-symbiosis.md", "Markdown", 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 19, 51
"/Users/dgee/Documents/blog/blog/content/blog/2019/04/iac-unit-tests-jsnapy-ansible.md", "Markdown", 0, 0, 0, 0, 0, 206, 0, 0, 0, 0, 0, 71, 277
"/Users/dgee/Documents/blog/blog/content/blog/2019/06/automation-workflow-patterns.md", "Markdown", 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 29, 95
"/Users/dgee/Documents/blog/blog/content/blog/2019/07/leaving-comments-code-expressed-artefacts.md", "Markdown", 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 12, 38
"/Users/dgee/Documents/blog/blog/content/blog/2019/09/formalisation-automation-wip.md", "Markdown", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 6, 26
"/Users/dgee/Documents/blog/blog/content/blog/2019/09/opinionated-automation-packaged-extensible-closed-systems.md", "Markdown", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 7, 26
"/Users/dgee/Documents/blog/blog/content/blog/2019/09/replacing-network-element-config-system-git.md", "Markdown", 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 20, 46
"/Users/dgee/Documents/blog/blog/content/blog/2019/10/multiple-argument-functions.md", "Markdown", 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 16, 62
"/Users/dgee/Documents/blog/blog/content/blog/2019/11/pt1-composition-in-network-service-meshes.md", "Markdown", 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 28, 65
"/Users/dgee/Documents/blog/blog/content/blog/2019/11/pt2-composition-in-network-service-meshes.md", "Markdown", 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 11, 34
"/Users/dgee/Documents/blog/blog/content/blog/2019/11/pt3-composition-in-network-service-meshes.md", "Markdown", 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 27, 63
"/Users/dgee/Documents/blog/blog/content/blog/2019/11/pt4-composition-in-network-service-meshes.md", "Markdown", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 18, 48
"/Users/dgee/Documents/blog/blog/content/blog/2019/11/signals-go-immutable-infrastructure.md", "Markdown", 0, 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 37, 123
"/Users/dgee/Documents/blog/blog/content/blog/2020/02/natural-systems-vs-human-fallibility.md", "Markdown", 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 23, 68
"/Users/dgee/Documents/blog/blog/content/blog/2020/02/thoughts-on-complexity.md", "Markdown", 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 51, 119
"/Users/dgee/Documents/blog/blog/content/blog/2020/06/example-terraform-provider.md", "Markdown", 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 17, 56
"/Users/dgee/Documents/blog/blog/content/blog/2020/07/learning_vectors.md", "Markdown", 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 38, 92
"/Users/dgee/Documents/blog/blog/content/blog/2020/07/topological-care-in-automation.md", "Markdown", 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 27, 70
"/Users/dgee/Documents/blog/blog/content/blog/2020/12/10-12-2020-diary-entry.md", "Markdown", 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 23, 59
"/Users/dgee/Documents/blog/blog/content/blog/2021/02/23-02-2021-graphops/index.md", "Markdown", 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 0, 69, 163
"/Users/dgee/Documents/blog/blog/content/blog/2021/04/28-04-2021-workflow-maturity/index.md", "Markdown", 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 13, 39
"/Users/dgee/Documents/blog/blog/content/blog/2021/05/16-05-2021-uijourney/index.md", "Markdown", 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 19, 65
"/Users/dgee/Documents/blog/blog/content/blog/2021/05/17-05-2021-uijourney/index.md", "Markdown", 0, 0, 0, 0, 0, 106, 0, 0, 0, 0, 0, 49, 155
"/Users/dgee/Documents/blog/blog/content/blog/2021/05/24-05-2021-uijourney/index.md", "Markdown", 0, 0, 0, 0, 0, 429, 0, 0, 0, 0, 0, 142, 571
"/Users/dgee/Documents/blog/blog/content/blog/2021/06/30-06-2021-uijourney/index.md", "Markdown", 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 39, 124
"/Users/dgee/Documents/blog/blog/content/blog/2021/07/14-07-2021-awsddb/index.md", "Markdown", 0, 0, 0, 0, 0, 162, 0, 0, 0, 0, 0, 57, 219
"/Users/dgee/Documents/blog/blog/content/blog/2021/07/26-07-2021-testing-spa/index.md", "Markdown", 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 15, 48
"/Users/dgee/Documents/blog/blog/content/blog/2021/08/10-08-2021-bell-curve-architecture/index.md", "Markdown", 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 12, 34
"/Users/dgee/Documents/blog/blog/content/blog/2021/11/index.md", "Markdown", 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 24, 88
"/Users/dgee/Documents/blog/blog/content/blog/2022/02/17-02-2022-webhooks/index.md", "Markdown", 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 10, 43
"/Users/dgee/Documents/blog/blog/content/blog/2022/03/08-03-2022-buy-and-whine/index.md", "Markdown", 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 31, 72
"/Users/dgee/Documents/blog/blog/content/blog/2022/03/16-03-2022-beg-forgiveness/index.md", "Markdown", 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 14, 61
"/Users/dgee/Documents/blog/blog/content/blog/2022/03/18-03-2022-github-deploy-tokens-port-443/index.md", "Markdown", 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 18, 73
"/Users/dgee/Documents/blog/blog/content/blog/2022/03/23-03-2022-responsive-tailwind/index.md", "Markdown", 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 24, 66
"/Users/dgee/Documents/blog/blog/content/blog/2022/03/23-03-2022-responsive-tailwind/responsivewater.svg", "XML", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 1, 36
"/Users/dgee/Documents/blog/blog/content/blog/2022/05/24-05-2022-cloud-ops/index.md", "Markdown", 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 39, 100
"/Users/dgee/Documents/blog/blog/content/blog/2022/06/26-06-2022-aws-iam-ddb/index.md", "Markdown", 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 20, 77
"/Users/dgee/Documents/blog/blog/content/blog/2022/07/04-07-2022-mobiscroll/index.md", "Markdown", 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 34, 107
"/Users/dgee/Documents/blog/blog/content/blog/2022/07/06-07-2022-candytext/index.md", "Markdown", 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 31, 84
"/Users/dgee/Documents/blog/blog/content/blog/2022/07/06-08-2022-ddbtools/index.md", "Markdown", 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 40, 162
"/Users/dgee/Documents/blog/blog/content/blog/2022/07/20-07-2022-arangodb/airports.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
"/Users/dgee/Documents/blog/blog/content/blog/2022/07/20-07-2022-arangodb/flights.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
"/Users/dgee/Documents/blog/blog/content/blog/2022/07/20-07-2022-arangodb/index.md", "Markdown", 0, 0, 0, 0, 0, 331, 0, 0, 0, 0, 0, 117, 448
"/Users/dgee/Documents/blog/blog/content/blog/2022/08/02-08-2022-resetgit/index.md", "Markdown", 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 15, 48
"/Users/dgee/Documents/blog/blog/content/blog/2022/08/04-08-2022-react_ix_js/index.md", "Markdown", 0, 0, 0, 0, 0, 147, 0, 0, 0, 0, 0, 35, 182
"/Users/dgee/Documents/blog/blog/content/blog/2022/08/15-08-2022-api-consumer-version-synchronicity/index.md", "Markdown", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 14, 44
"/Users/dgee/Documents/blog/blog/content/blog/2022/09/01-09-2022-aws-lambda-go-local/index.md", "Markdown", 0, 0, 0, 0, 0, 163, 0, 0, 0, 0, 0, 64, 227
"/Users/dgee/Documents/blog/blog/content/blog/2022/10/25-10-2022-client-network-socket-disconnected/index.md", "Markdown", 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 13, 46
"/Users/dgee/Documents/blog/blog/content/blog/2022/11/01-11-2022-webhook-architecture/index.md", "Markdown", 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 39, 118
"/Users/dgee/Documents/blog/blog/content/blog/2023/01/16-01-2023-career-direction-change/index.md", "Markdown", 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 18, 75
"/Users/dgee/Documents/blog/blog/content/blog/2023/03/02-03-2023-git-signing/index.md", "Markdown", 0, 0, 0, 0, 0, 106, 0, 0, 0, 0, 0, 39, 145
"/Users/dgee/Documents/blog/blog/content/blog/2023/08/21-08-2023-international-a2p-sms-hassle/index.md", "Markdown", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 3, 18
"/Users/dgee/Documents/blog/blog/content/blog/2023/09/28-09-2023-gpt-bard-bad-education/index.md", "Markdown", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 9, 29
